Id	Key	Text
20063086	GuildChangeRankGuildNotExist	Failed to change position. The Command Bureau does not exist
20063087	GuildChangeRankNotInThisGuild	Failed to change position. You are not in this Command Bureau
20063088	GuildChangeRankOtherNotInThisGuild	Failed to change position. The target player is not in this Command Bureau
20063089	GuildChangeRankSameRank	Failed to change position. Your position and the target player's position are the same
20063090	GuildChangeRankLevelLtOther	Failed to change position. Your position is below the target player's position
20063091	GuildChangeRankLevelLtOtherNew	Failed to change position. Your position is below the new position
20063092	GuildChangeRankMaxCount	Failed to change position. Position change limit reached
20063093	GuildChangeRankServiceException	Failed to change position. Unknown error
20063094	GuildQuitHasNotGuild	Failed to leave Command Bureau. You have not joined a Command Bureau
20063095	GuildQuitGuildNotExist	Failed to leave Command Bureau. The Command Bureau does not exist
20063096	GuildQuitNotInThisGuild	Failed to leave Command Bureau. You are not in the Command Bureau
20063097	GuildQuitLeaderCantQuit	Failed to leave Command Bureau. The leader cannot leave the Command Bureau
20063098	GuildQuitServiceException	Failed to leave Command Bureau. Unknown error
20063099	GuildKickMemberHasNotGuild	Failed to remove member. You have not joined a Command Bureau
20063100	GuildKickMemberGuildNotExist	Failed to remove member. The Command Bureau does not exist
20063101	GuildKickMemberKickSelf	Failed to remove member. You cannot remove yourself
20063102	GuildKickMemberOfficerNotInThisGuild	Failed to remove member. You are not in the Command Bureau
20063103	GuildKickMemberLessRank	Failed to remove member. Insufficient authority level
20063104	GuildKickMemberOtherNotInThisGuild	Failed to remove member. The target player is not in the Command Bureau
20063105	GuildKickMemberRankLtOther	Failed to remove member. Your position is below the target player's position
20063106	GuildKickMemberRunOut	Failed to remove member. You can only remove up to 10 commandants per day
20063107	GuildKickMemberServiceException	Failed to remove member. Unknown error
20063108	GuildListNewsHasNotGuild	Failed to view Command Bureau news. You have not joined the Command Bureau
20063109	GuildListNewsGuildNotExist	Failed to view Command Bureau news. The Command Bureau does not exist
20063110	GuildListNewsServiceException	Failed to view Command Bureau news. Unknown error
20063111	GuildGiveLikeHasNotGuild	Failed to like Command Bureau. You have not joined the Command Bureau
20063112	GuildGiveLikeGiveSelf	Failed to like Command Bureau. You cannot like yourself
20063113	GuildGiveLikeGuildNotExist	Failed to like Command Bureau. The Command Bureau does not exist
20063114	GuildGiveLikePlayerNotInThisGuild	Failed to like Command Bureau. You are not in the Command Bureau
20063115	GuildGiveLikeOtherNotInThisGuild	Failed to like Command Bureau. The target player is not in the Command Bureau
20063116	GuildGiveLikeItemNotEnough	Failed to like Command Bureau. You don't have enough items
20063117	GuildGiveLikeServiceException	Failed to like Command Bureau. Unknown error
20063118	GuildImpeachHasNotGuild	Impeachment failed. You have not joined the Command Bureau
20063119	GuildImpeachPlayerNotInThisGuild	Impeachment failed. You are not in the Command Bureau
20063120	GuildImpeachSelf	Impeachment failed. You cannot impeach yourself
20063121	GuildImpeachErrorDuration	Impeachment failed. The Commander-in-Chief has returned
20063122	GuildImpeachDuplicated	Impeachment failed. You cannot impeach multiple times
20063123	GuildChangeImpeachServiceException	Impeachment failed. Unknown error
20063124	GuildRejeactImpeachHasNotGuild	Failed to reject impeachment. You have not joined the Command Bureau
20063125	GuildChangeScriptHasNotGuild	Failed to change the message to new members. You have not joined a Command Bureau
20063126	GuildChangeScriptErrorIndex	Failed to change the message to new members. Incorrect index
20063127	GuildChangeScriptInvalid	Failed to change the message to new members. The message contains illegal characters
20063128	GuildChangeScriptErrorLength	Failed to change the message to new members. The message length does not meet the requirement
20063129	GuildChangeScriptMaxCount	Failed to change the message to new members. Message limit reached
20063130	GuildChangeScriptGuildNotExist	Failed to change the message to new members. The Command Bureau does not exist
20063131	GuildChangeScriptOfficerNotInThisGuild	Failed to change the message to new members. You are not in this Command Bureau
20063132	GuildChangeScriptLessRank	Failed to change the message to new members. Insufficient authority level
20063133	GuildChangeScriptServiceException	Failed to change the message to new members. Unknown error
20063134	GuildListScriptHasNotGuild	Failed to view message list. You have not joined a Command Bureau
20063135	GuildListScriptGuildNotExist	Failed to view message list. The Command Bureau does not exist
20063136	GuildListScriptOfficerNotInThisGuild	Failed to view message list. You are not in the Command Bureau
20063137	GuildListScriptLessRank	Failed to view message list. Insufficient authority level
20063138	GuildListScriptServiceException	Failed to view message list. Unknown error
20063139	GuildTouristPlayerHasGuild	Guest visit failed. You have already joined a Command Bureau
20063140	GuildTouristTouristHasGuild	The guest has already joined a Command Bureau
20063141	GuildTouristGuildNotExist	Guest visit failed. The Command Bureau does not exist
20063142	GuildTouristTryAddFailed	Guest visit failed. Failed to add guest
20063143	GuildTouristMaxCount	Guest visit failed. Guest limit reached
20063144	GuildQuitTouristHasNotGuild	Failed to leave guest visit. You have not joined a Command Bureau
20063145	GuildQuitTouristNotInThisGuild	Failed to leave guest visit. You are not in the Command Bureau
20063146	GuildRecruitRecommendHasNotGuild	Recruit recommendation failed. You have not joined the Command Bureau
20063147	GuildRecruitRecommendException	Recruit recommendation failed. Unknown error
20063148	GuildRecruitRecommendGuildNotExist	Recruit recommendation failed. The Command Bureau does not exist
20063149	GuildRecruitRecommendOfficerNotInThisGuild	Recruit recommendation failed. You are not in this Command Bureau
20063150	GuildRecruitRecommendLessRank	Recruit recommendation failed. Insufficient authority level
20063151	GuildRecruitRecommendNeedRefresh	Please refresh recruit recommendation
20063152	GuildUpdateRecruitRecommendGuildNotExist	Failed to refresh recruit recommendation. The Command Bureau does not exist
20063153	GuildUpdateRecruitRecommendOfficerNotInThisGuild	Failed to refresh recruit recommendation. You are not in this Command Bureau
20063154	GuildUpdateRecruitRecommendLessRank	Failed to refresh recruit recommendation. Insufficient authority level
20063155	GuildRecruitHasNotGuild	Recruit failed. You have not joined the Command Bureau
20063156	GuildRecruitServiceException	Recruit failed. Unknown error
20063157	GuildRecruitGuildNotExist	Recruit failed. The Command Bureau does not exist
20063158	GuildRecruitOfficerNotInThisGuild	Recruit failed. You are not in this Command Bureau
20063159	GuildRecruitLessRank	Recruit failed. Insufficient authority level
20063160	GuildRecruitPlayerHasGuild	The target player has joined another Command Bureau
20063161	GuildRecruitPlayerNotInRecommend	The target player is not in the recruit list
20063162	GuildRecruitDuplicated	Duplicate recruit request
20063163	GuildRecruitGuildMaxCount	Recruit failed. Command Bureau daily recruit limit reached
20063164	GuildListRecruitHasGuild	You have already joined a Command Bureau
20063165	GuildListRecruitServiceException	Failed to view recruit list. Unknown error
20063166	GuildAckRecruitHasGuild	You have already joined this Command Bureau
20063167	GuildAckRecruitServiceException	Failed to confirm recruitment. Unknown error
20063168	GuildAckRecruitGuildNotExist	Failed to respond to recruit. The Command Bureau does not exist
20063169	GuildAckRecruitNoRecruit	Failed to respond to recruit. Recruit message not found
20063170	GuildAckRecruitReachCapacity	Failed to respond to recruit. The Command Bureau is full
20063171	GuildAckRecruitInCd	You can only join a new Command Bureau after leaving the current Command Bureau for 8 hours
20063172	GuildLevelUpHasNotGuild	Command Bureau upgrade failed. You have not joined the Command Bureau
20063173	GuildLevelUpServiceException	Command Bureau upgrade failed. Unknown error
20063174	GuildLevelUpGuildNotExist	Command Bureau upgrade failed. The Command Bureau does not exist
20063175	GuildLevelUpOfficerNotInThisGuild	Command Bureau upgrade failed. You are not in the Command Bureau
20063176	GuildLevelUpLessRank	Command Bureau upgrade failed. Insufficient authority level
20063177	GuildLevelUpLessBuild	Command Bureau upgrade failed. Insufficient construction level
20063178	GuildLevelUpMaxLevel	Command Bureau upgrade failed. Command Bureau has reached the max level
20063179	GuildPayMaintainHasNotGuild	Failed to pay maintenance fee. You have not joined the Command Bureau
20063180	GuildPayMaintainServiceException	Failed to pay maintenance fee. Unknown error
20063181	GuildPayMaintainGuildNotExist	Failed to pay maintenance fee. The Command Bureau does not exist
20063182	GuildPayMaintainOfficerNotInThisGuild	Failed to pay maintenance fee. You are not in the Command Bureau
20063183	GuildPayMaintainLessRank	Failed to pay maintenance fee. Insufficient authority level
20063184	GuildPayMaintainNotEmergency	Unable to pay maintenance fee outside emergency maintenance
20063185	GuildPayMaintainLessContribute	Failed to pay maintenance fee. Insufficient contribution
20063186	GuildAddContributeHasNotGuild	Failed to increase contribution. You have not joined the Command Bureau
20063187	GuildAddContributeServiceException	Failed to increase contribution. Unknown error
20063188	GuildAddContributeGuildNotExist	Failed to increase contribution. The Command Bureau does not exist
20063189	GuildListApplyHasNotGuild	Failed to retrieve application list. You have not joined a Command Bureau
20063190	GuildListApplyServiceException	Failed to retrieve application list. Unknown error
20063191	GuildListApplyGuildNotExist	Failed to retrieve application list. The Command Bureau does not exist
20063192	GuildListApplyOfficerNotInThisGuild	Failed to retrieve application list. You are not in the Command Bureau
20063193	GuildListApplyLessRank	Failed to retrieve application list. Insufficient authority level
20063194	GuildAddContributePlayerNotInGuild	Failed to increase contribution. You are not in the Command Bureau
20063195	GuildGetGiftHasNotGuild	Failed to claim activity pack. You have not joined a Command Bureau
20063196	GuildGetGiftServiceException	Failed to claim activity pack. Unknown error
20063197	GuildGetGiftInTwoGuild	Failed to claim activity pack. You cannot claim the pack from another Command Bureau
20063198	GuildGetGiftGuildNotExist	Failed to claim activity pack. The Command Bureau does not exist
20063199	GuildGetGiftNotInThisGuild	Failed to claim activity pack. You are not in the Command Bureau
20063200	GuildGetGiftGiftNotExist	Failed to claim activity pack. The pack does not exist
20063201	GuildGetGiftLessContribute	Failed to claim activity pack. Insufficient contribution
20063202	GuildGetGiftDuplicated	Failed to claim contribution pack. You have already claimed it
20063203	GuildGetContributeRewardHasNotGuild	Failed to claim contribution reward. You have not joined a Command Bureau
20063204	GuildGetContributeRewardGot	Failed to claim contribution reward. You have already claimed this reward
20063205	GuildGetContributeRewardServiceException	Failed to claim contribution reward. Unknown error
20063206	GuildGetContributeRewardNotInThisGuild	Failed to claim contribution reward. You are not in the Command Bureau
20063207	GuildGetContributeRewardLessContribute	Failed to claim contribution reward. Insufficient contribution
20063208	GuildMailServiceUnavaliable	Command Bureau mail unavailable
20063209	GuildMailServiceException	Failed to send Command Bureau mail. Unknown error
20063210	GuildMailContentFormatError	Command Bureau mail format error
20063211	GuildListChatHasNotGuild	Failed to retrieve Command Bureau chat. You have not joined the Command Bureau
20063212	GuildListChatServiceException	Command Bureau chat failed. Unknown error
20063213	GuildListChatGuildNotExist	Failed to retrieve Command Bureau chat. The Command Bureau does not exist
20063214	GuildListChatNotInThisGuild	Failed to retrieve Command Bureau chat. You are not in the Command Bureau
20063215	GuildFindServiceException	Command Bureau search failed. Unknown error
20063216	GuildChangeApplyOptionHasNotGuild	Failed to change Command Bureau application settings. You have not joined the Command Bureau
20063217	GuildChangeApplyOptionServiceException	Failed to change Command Bureau application settings. Unknown error
20063218	GuildChangeApplyOptionGuildNotExist	Failed to change Command Bureau application settings. The Command Bureau does not exist
20063219	GuildChangeApplyOptionNotInThisGuild	Failed to change Command Bureau application settings. You are not in the Command Bureau
20063220	GuildChangeApplyOptionLessRank	Failed to change Command Bureau application settings. Insufficient authority level
20063221	GuildServerInternalError	Command Bureau service error
20063222	GuildGetMemberNotFound	Failed to retrieve Command Bureau members
