Id	Type	Formula	Params[1]	Params[2]	Params[3]	Params[4]	Params[5]	Params[6]	Params[7]	Params[8]	Params[9]	Params[10]	Params[11]	Params[12]	Params[13]	Params[14]	Params[15]	Params[16]	Params[17]	Params[18]	Params[19]	Params[20]	Params[21]	Params[22]	Params[23]	Params[24]	Params[25]	Params[26]	Params[27]	Params[28]	Params[29]	Desc
774100	10105		10020303																													Complete Normal Story 2-11 to unlock
774200	10105		10030204																													Complete Normal Story 3-8 to unlock
774300	10101		65																													Unlocked when Commandant reaches Lv.65
774301	10109		5	3000																												Have more than 5 Omniframes above 3000 BP activated
774400	10105		10030103																													Complete Normal Story 3-3 to unlock
774500	10105		10020104																													Complete Normal Story 2-4 to unlock
774501	10105		10010204																													Complete Normal Story 1-8 to unlock
774600	10105		10060304																													Complete Normal Story 6-12 to unlock
777700	10101		200																													Unlocked when Commandant reaches Lv.200
774800	10101		40																													Unlocked when Commandant reaches Lv.40
774700	10101		42																													Unlocked when Commandant reaches Lv.42
774900	10101		70																													Unlocked when Commandant reaches Lv.70
775000	10101		40																													Unlocked when Commandant reaches Lv.40
775100	10101		40																													Unlocked at Commandant Lv.40
775200	11117		14000002																													Unlocked scene [Peaceful Courtyard]
775300	10101		70																													Unlocked at Commandant Lv.70
775400	10101		40																													Unlocked at Commandant Lv.40
775500	10101		40																													Unlocked at Commandant Lv.40
775600	10101		52																													Unlocked when Commandant reaches Lv.52
775700	10101		52																													Unlocked at Commandant Lv.52
775800	10105		11080106																													Complete Hidden Story 8-6 to unlock
850000	10101		1																													Unlocked when Commandant reaches Lv.1
850101	10105		10010102																													Complete Normal Story 1-2 to unlock
850102	10105		10010102																													Complete Normal Story 1-2 to unlock
850103	10105		10010102																													Complete Normal Story 1-2 to unlock
850201	10105		10010103																													Complete Normal Story 1-3 to unlock
850202	10105		10010103																													Complete Normal Story 1-3 to unlock
850203	10105		10010103																													Complete Normal Story 1-3 to unlock
850301	10105		10010104																													Complete Normal Story 1-4 to unlock
850401	10105		10010202																													Complete Normal Story 1-6 to unlock
850501	10105		10010204																													Complete Normal Story 1-8 to unlock
850602	10105		10010301																													Complete Normal Story 1-9 to unlock
850603	10105		10010301																													Complete Normal Story 1-9 to unlock
850701	10105		10010302																													Complete Normal Story 1-10 to unlock
850800	10105		10010304																													Complete Normal Story 1-12 to unlock
850801	10105		10010304																													Complete Normal Story 1-12 to unlock
850802	10105		10010304																													Complete Normal Story 1-12 to unlock
850803	10105		10010304																													Complete Normal Story 1-12 to unlock
850901	10105		10020101																													Complete Normal Story 2-1 to unlock
850931	10105		10020102																													Complete Normal Story 2-2 to unlock
851001	10105		10020103																													Complete Normal Story 2-3 to unlock
851101	10105		10020104																													Complete Normal Story 2-4 to unlock
851201	10105		10020201																													Complete Normal Story 2-5 to unlock
851301	10105		10020202																													Complete Normal Story 2-6 to unlock
851401	10105		10020204																													Complete Normal Story 2-8 to unlock
851501	10105		10020301																													Complete Normal Story 2-9 to unlock
851601	10105		10020303																													Complete Normal Story 2-11 to unlock
851701	10105		10020304																													Complete Normal Story 2-12 to unlock
851801	10105		11010102																													Complete Hidden Story 1-2 to unlock
851901	10105		11010105																													Complete Hidden Story 1-5 to unlock
852001	10105		10030101																													Complete Normal Story 3-1 to unlock
852031	10105		10030102																													Complete Normal Story 3-2 to unlock
852101	10105		10030103																													Complete Normal Story 3-3 to unlock
852201	10101		50																													Unlocked when Commandant reaches Lv.50
852301	10105		10030203																													Complete Normal Story 3-7 to unlock
852401	10105		10030204																													Complete Normal Story 3-8 to unlock
852501	10105		10030302																													Complete Normal Story 3-10 to unlock
852601	10105		11020101																													Complete Hidden Story 2-1 to unlock
852701	10105		10040102																													Complete Normal Story 4-2 to unlock
852731	10105		10040201																													Complete Normal Story 4-5 to unlock
852801	10105		10040204																													Complete Normal Story 4-8 to unlock
852901	10105		10050203																													Complete Normal Story 5-7 to unlock
852931	10105		10060304																													Complete Normal Story 6-12 to unlock
852961	10101		52																													Unlocked when Commandant reaches Lv.52
852991	10105		30010405																													Clear Combat Supply AE-5 to unlock
10010100	10101		1																													Recommended BP: 140
10010101	10101		1																													Recommended BP: 144
10010102	10101		1																													Recommended BP: 148
10010103	10101		1																													Recommended BP: 152
10010104	10101		1																													Recommended BP: 180
