Id	Name	Description	WorldDesc	BigIcon	Icon	ItemType	Quality	Priority	MaxCount	GridCount	TimelinessType	StartTime	Duration	RecycleRewardId	RecycleByMail	SellForId	SellForCount	RecType	RecTime	RecCount	SuitId	FastTrading	SkipIdParams[0]	SkipIdParams[1]	SkipIdParams[2]	SkipIdParams[3]	SkipIdParams[4]	SkipIdParams[5]	SubTypeParams[0]	SubTypeParams[1]	SubTypeParams[2]	SubTypeParams[3]	SubTypeParams[4]	SubTypeParams[5]	SubTypeParams[6]	SubTypeParams[7]
1000	Christmas Voucher	Use it to exchange Christmas Gifts with Constructs.	Issued by Babylonia, this can be exchanged for many great things.	Assets/Product/Texture/Image/UiChristmasTrees/UiChristmasIcon16.png	Assets/Product/Texture/Image/UiChristmasTrees/UiChristmasIcon16.png	262148	4	10	99999	999												0	20050	20056												
1001	Starry Hairclip	With the stars on my hair, I wish you are here.	A Christmas Gift from Sophia that can be put on the top of the Christmas tree.	Assets/Product/Texture/Image/UiChristmasTrees/UiChristmasIcon3.png	Assets/Product/Texture/Image/UiChristmasTrees/UiChristmasIcon3.png	262148	4	10	99999	999												0														
1002	Snowball Bomb	For decoration only. It won't explode, probably.	A Christmas Gift from Karenina that can be put on the top of the Christmas tree.	Assets/Product/Texture/Image/UiChristmasTrees/UiChristmasIcon14.png	Assets/Product/Texture/Image/UiChristmasTrees/UiChristmasIcon14.png	262148	4	10	99999	999												0														
1003	Ice-cream Voucher	Ice-cream is a very precious thing nowadays!	A Christmas Gift from Camu that can be put on the top of the Christmas tree.	Assets/Product/Texture/Image/UiChristmasTrees/UiChristmasIcon1.png	Assets/Product/Texture/Image/UiChristmasTrees/UiChristmasIcon1.png	262148	4	10	99999	999												0														
1004	Golden Retriever	A pendant inspired by a popular pet.	A Christmas Gift from Vera that can be put on the top of the Christmas tree.	Assets/Product/Texture/Image/UiChristmasTrees/UiChristmasIcon2.png	Assets/Product/Texture/Image/UiChristmasTrees/UiChristmasIcon2.png	262148	4	10	99999	999												0														
1005	Red Packet	Whether you are giving it out or getting it from others, a red packet is always the most practical gift.	A Christmas Gift from Changyu that can be put on the top of the Christmas tree.	Assets/Product/Texture/Image/UiChristmasTrees/UiChristmasIcon4.png	Assets/Product/Texture/Image/UiChristmasTrees/UiChristmasIcon4.png	262148	4	10	99999	999												0														
1006	Christmas Froggie	A limited edition Froggie plushie that is sold on Christmas only. Very adorable.	A Christmas Gift from Lucia that can be put on the trunk of the Christmas tree.	Assets/Product/Texture/Image/UiChristmasTrees/UiChristmasIcon6.png	Assets/Product/Texture/Image/UiChristmasTrees/UiChristmasIcon6.png	262148	4	10	99999	999												0														
1007	Plush Sheep	The production of this white and soft sheep plushie was recently restored.	A Christmas Gift from Liv that can be put on the trunk of the Christmas tree.	Assets/Product/Texture/Image/UiChristmasTrees/UiChristmasIcon8.png	Assets/Product/Texture/Image/UiChristmasTrees/UiChristmasIcon8.png	262148	4	10	99999	999												0														
1008	Sudoku Hell	A collection of extremely difficult sudoku puzzles.	A Christmas Gift from Lee that can be put on the trunk of the Christmas tree.	Assets/Product/Texture/Image/UiChristmasTrees/UiChristmasIcon7.png	Assets/Product/Texture/Image/UiChristmasTrees/UiChristmasIcon7.png	262148	4	10	99999	999												0														
1009	Legends of the Wild	"Legends of the Wild" is one of the most popular legendary games during the Golden Age.	A Christmas Gift from Kamui that can be put on the trunk of the Christmas tree.	Assets/Product/Texture/Image/UiChristmasTrees/UiChristmasIcon15.png	Assets/Product/Texture/Image/UiChristmasTrees/UiChristmasIcon15.png	262148	4	10	99999	999												0														
1010	Portable Sewing Kit	A very handy kit for sewing.	A Christmas Gift from Chrome that can be put on the trunk of the Christmas tree.	Assets/Product/Texture/Image/UiChristmasTrees/UiChristmasIcon5.png	Assets/Product/Texture/Image/UiChristmasTrees/UiChristmasIcon5.png	262148	4	10	99999	999												0														
1011	Hometown Snowman	An artificial snowman that reminds people of the snowy nights in their hometown.	A Christmas Gift from Bianca that can be put at the bottom of the Christmas tree.	Assets/Product/Texture/Image/UiChristmasTrees/UiChristmasIcon12.png	Assets/Product/Texture/Image/UiChristmasTrees/UiChristmasIcon12.png	262148	4	10	99999	999												0														
1012	Dragon Revelation	Never give up, no matter how dire the situation is. This applies to both games and real life.	A Christmas Gift from Rosetta that can be put at the bottom of the Christmas tree.	Assets/Product/Texture/Image/UiChristmasTrees/UiChristmasIcon13.png	Assets/Product/Texture/Image/UiChristmasTrees/UiChristmasIcon13.png	262148	4	10	99999	999												0														
1013	Art Collection	Records all the renowned artworks that were passed on from the Golden Age.	A Christmas Gift from Ayla that can be put at the bottom of the Christmas tree.	Assets/Product/Texture/Image/UiChristmasTrees/UiChristmasIcon10.png	Assets/Product/Texture/Image/UiChristmasTrees/UiChristmasIcon10.png	262148	4	10	99999	999												0														
1014	Old Guitar	A somewhat dated guitar that can still be played.	A Christmas Gift from Watanabe that can be put at the bottom of the Christmas tree.	Assets/Product/Texture/Image/UiChristmasTrees/UiChristmasIcon11.png	Assets/Product/Texture/Image/UiChristmasTrees/UiChristmasIcon11.png	262148	4	10	99999	999												0														
1015	Biting Shark	This trick toy was reproduced with a lot more random built-in games.	A Christmas Gift from Nanami that can be put at the bottom of the Christmas tree.	Assets/Product/Texture/Image/UiChristmasTrees/UiChristmasIcon9.png	Assets/Product/Texture/Image/UiChristmasTrees/UiChristmasIcon9.png	262148	4	10	99999	999												0														
1020	Mini Lantern	Use it to purchase prototype parts in "Ring in the New Year" shop.	A small lantern with the size of a hand. There are plenty of them everywhere. Once dismantled, they can be used as research materials.	Assets/Product/Texture/Image/UiFubenYuandan/IconYuandan009.png	Assets/Product/Texture/Image/UiFubenYuandan/IconYuandan0009.png	262148	4	10	99999	999												0	20051	20057												
1021	Message Card	Use it to reveal the characters in [Rhyming Couplets].	A Kuroro-shaped card with some blurry message on it.	Assets/Product/Texture/Image/UiCouplet/UiCoupletMemo.png	Assets/Product/Texture/Image/UiCouplet/UiCoupletMemo.png	262148	4	10	99999	999												0	20065													
1022	Venus Rose	Collect this item to complete missions and receive [Rosa Tryst] event rewards.	This hot-stamped rose may look gleaming gold, but it is actually made of plastic. You won't burn your hands!	Assets/Product/Texture/Image/UiWhiteday/IconWhiteday001.png	Assets/Product/Texture/Image/UiWhiteday/IconWhiteday001Sp.png	262148	4	10	99999	999												0	20065													
1023	Venus Coupon	Special coupons issued in the [Rosa Tryst] event. Allow you to play games in Venus Splash Park together with Constructs.	Issued for a special day, these coupons can be used in all purchases in the park on this particular day only.	Assets/Product/Texture/Image/UiWhiteday/IconWhiteday002.png	Assets/Product/Texture/Image/UiWhiteday/IconWhiteday002Sp.png	262148	4	10	99999	999												0	20065													
1024	Antique Mirror	Use it to challenge opponents in [Fist of the Overlord!]	This mirror has the power to remove all illusions. You need it to see through the opponent's action.	Assets/Product/Texture/Image/UiFingerGuessing/UiFingerGuessingImg6.png	Assets/Product/Texture/Image/UiFingerGuessing/UiFingerGuessingImg6.png	262148	4	10	99999	999												0	20069													
1025	Portable Detector	Can be used to flip cards in [Shadow Diver].	With this necessary detector for underwater exploration operations, you can no longer lost direction in the deep sea.	Assets/Product/Texture/Image/UiInvertCardGame/UiInvertCardGameItem01.png	Assets/Product/Texture/Image/UiInvertCardGame/UiInvertCardGameItem01Sp.png	262148	4	10	99999	999												0	20079													
1026	Sword Command	Used to play the game in [Joker in the Barrel].	A sword mark appears on the strange present box with every tap. The box will go boom if the sword pierces a clown mark, similar to the game "Pop-up Pirate".	Assets/Product/Texture/Image/UiSweep/UiSweepImg.png	Assets/Product/Texture/Image/UiSweep/UiSweepImg.png	262148	4	10	99999	999												0	20080													
1027	Signal Point	Use it to swap the position of portraits in [Signal Voice].	BPN-08, humanity needs you.	Assets/Product/Texture/Image/UiLivWarmActivity/UiLivWarmItem01.png	Assets/Product/Texture/Image/UiLivWarmActivity/UiLivWarmItem01.png	262148	4	10	99999	999												0	20093													
1028	Race Token	Use it to swap the position of portraits in [Signal Voice].	BPN-08, humanity needs you.	Assets/Product/Texture/Image/UiLivWarmActivity/UiLivWarmItem01.png	Assets/Product/Texture/Image/UiLivWarmActivity/UiLivWarmItem01.png	262148	4	10	99999	999												0	20093													
1029	Enameled Plum Blossom	Can be exchanged for points in [Springtime Tavern].	An enameled flower accessory that is created by Pulao with Akdilek's support. It's said that you can exchange it for a surprising gift in Pulao's shop if you use it properly.	Assets/Product/Texture/Image/UiFubenYureYuandan/IconDice01.png	Assets/Product/Texture/Image/UiFubenYureYuandan/IconDice01Sp.png	262148	4	10	99999	999												0	20093													
1030	New Year Token	Use it to purchase Lottery Tickets in [New Year Lottery].	New Year's Day marks the beginning of a new year. On this special day, Babylonia has launched these tokens that can be used to exchange for Lottery Tickets.	Assets/Product/Texture/Image/UiNewYearLuck/UiNewYearLuckItem.png	Assets/Product/Texture/Image/UiNewYearLuck/UiNewYearLuckItem.png	262148	4	10	99999	999	1	2023/12/30 7:00	950340	580012	1							0	20114													
1031	Fate Token	Use it to unlock [Farewell Memento] stages.	It looks like a game machine token, but there are intricate patterns on it. Could they be some kind of message?	Assets/Product/Texture/Image/UiFubenYureChunJie/IconFateCoin.png	Assets/Product/Texture/Image/UiFubenYureChunJie/IconFateCoinSp.png	262148	4	10	99999	999												0	20115													
1032	Crystal-Heart Plush	Use it to unlock [A Covenant of Glass] stages.	That red vitrum is what it wants to give you.	Assets/Product/Texture/Image/IconTools/IconBodyCombine.png	Assets/Product/Texture/Image/IconToolsSp/IconBodyCombineSp.png	262148	4	10	99999	999												0	20155													
1033	Moon Dust	Can be used to flip cards in [Dark Eclipse].	Humans have many imaginations about what's on the dark side of the moon. And that is exactly where the grayish-white dust came from.	Assets/Product/Texture/Image/UiInvertCardGame/UiInvertCardGameItem02.png	Assets/Product/Texture/Image/UiInvertCardGame/UiInvertCardGameItem02Sp.png	262148	4	10	99999	999												0	20135													
1034	Crumpled Paper	Can be used to start a game in [Voiceless Self].	"Garbage" rolled up from torn pieces of paper. It was once a precious treasure for a certain child.	Assets/Product/Texture/Image/UiSweep/UiSweepImg2.png	Assets/Product/Texture/Image/UiSweep/UiSweepImg2.png	262148	4	10	99999	999												0	20139													
1035	Klein Bottle	Can be used to flip cards in [Topological Manifold].	A substance that exists only in imagination. Without boundaries in the conventional sense, it possesses a structure that is inexpressible and incomprehensible to humans in the current dimension. The object reconstructed here is merely a crude replica.	Assets/Product/Texture/Image/UiInvertCardGame/UiInvertCardGameItem03.png	Assets/Product/Texture/Image/UiInvertCardGame/UiInvertCardGameItem03Sp.png	262148	4	10	99999	999												0	20165													
1036	Energy Cube	Can be used to start a game in [Dark Winter Origin].	Is it even possible to constrain electricity within the container [Shackle]?	Assets/Product/Texture/Image/UiSweep/UiSweepImg3.png	Assets/Product/Texture/Image/UiSweep/UiSweepImg3.png	262148	4	10	99999	999												0	20174													
1101	Return Invitation	Use it to draw rewards in [Returning to Battle] - [Returning Supplies].	Nice to see you again, Commandant.	Assets/Product/Texture/Image/IconTools/IconRegressionCoin.png	Assets/Product/Texture/Image/IconToolsSp/IconRegressionCoinSp.png	2097156	4	10	99999	999												0														
1102	Merit Thank-You Note	Use it to draw rewards in [Comrades Reunited] - [Frontline Supplies].	Thank you for your hard work, Commandant! You're definitely a role model that inspires us to keep fighting for the goal of reclaiming Earth!	Assets/Product/Texture/Image/IconTools/IconInviteCoin.png	Assets/Product/Texture/Image/IconToolsSp/IconInviteCoinSp.png	2097156	4	10	99999	999												0														
