Id	Cvs[1]	Cvs[2]	Cvs[3]	Cvs[4]	CvContent[1]	CvContent[2]	CvContent[3]	CvContent[4]
103039	103039	203039	303039	403039	It pleases me to be on such intimate terms with you.	It pleases me to be on such intimate terms with you.	It pleases me to be on such intimate terms with you.	It pleases me to be on such intimate terms with you.
103040	103040	203040	303040	403040	I like—N-no it's nothing.	I like—N-no it's nothing.	I like—N-no it's nothing.	I like—N-no it's nothing.
103041	103041	203041	303041	403041	I find your voice very reassuring.	I find your voice very reassuring.	I find your voice very reassuring.	I find your voice very reassuring.
103042	103042	203042	303042	403042	Maybe in the future, I'd get to feel the real you...	Maybe in the future, I'd get to feel the real you...	Maybe in the future, I'd get to feel the real you...	Maybe in the future, I'd get to feel the real you...
103043	103043	203043	303043	403043	Based on the data I have, I prepared this for you. Do you like it?	Based on the data I have, I prepared this for you. Do you like it?	Based on the data I have, I prepared this for you. Do you like it?	Based on the data I have, I prepared this for you. Do you like it?
103044	103044	203044	303044	403044	Lucia said this should make you happy...	Lucia said this should make you happy...	Lucia said this should make you happy...	Lucia said this should make you happy...
103045	103045	203045	303045	403045	According to my data, you should like this.	According to my data, you should like this.	According to my data, you should like this.	According to my data, you should like this.
103046	103046	203046	303046	403046	This is for you. In return, may I have a smile?	This is for you. In return, may I have a smile?	This is for you. In return, may I have a smile?	This is for you. In return, may I have a smile?
103047	103047	203047	303047	403047	Pardon me, Commandant. Are you busy at the moment?	Pardon me, Commandant. Are you busy at the moment?	Pardon me, Commandant. Are you busy at the moment?	Pardon me, Commandant. Are you busy at the moment?
103048	103048	203048	303048	403048	Are you still there... Commandant?	Are you still there... Commandant?	Are you still there... Commandant?	Are you still there... Commandant?
103049	103049	203049	303049	403049	Are you going to rest now?	Are you going to rest now?	Are you going to rest now?	Are you going to rest now?
103050	103050	203050	303050	403050	What are you doing?	What are you doing?	What are you doing?	What are you doing?
103051	103051	203051	303051	403051	Why do you never answer me?	Why do you never answer me?	Why do you never answer me?	Why do you never answer me?
103052	103052	203052	303052	403052	Our minds have been linked for over an hour. Please get some rest, Commandant.	Our minds have been linked for over an hour. Please get some rest, Commandant.	Our minds have been linked for over an hour. Please get some rest, Commandant.	Our minds have been linked for over an hour. Please get some rest, Commandant.
103053	103053	203053	303053	403053	Prolonged mind linking is taxing on your body, Commandant.	Prolonged mind linking is taxing on your body, Commandant.	Prolonged mind linking is taxing on your body, Commandant.	Prolonged mind linking is taxing on your body, Commandant.
103054	103054	203054	303054	403054	Please take better care of yourself. Being linked for so long isn't good for your health...	Please take better care of yourself. Being linked for so long isn't good for your health...	Please take better care of yourself. Being linked for so long isn't good for your health...	Please take better care of yourself. Being linked for so long isn't good for your health...
103055	103055	203055	303055	403055	I would like to spend some more time with you, but you know, being linked for so long isn't really good for your health...	I would like to spend some more time with you, but you know, being linked for so long isn't really good for your health...	I would like to spend some more time with you, but you know, being linked for so long isn't really good for your health...	I would like to spend some more time with you, but you know, being linked for so long isn't really good for your health...
103056	103056	203056	303056	403056	Commandant, a new day is dawning.	Commandant, a new day is dawning.	Commandant, a new day is dawning.	Commandant, a new day is dawning.
103057	103057	203057	303057	403057	Welcome back! Let's all do our best today.	Welcome back! Let's all do our best today.	Welcome back! Let's all do our best today.	Welcome back! Let's all do our best today.
103058	103058	203058	303058	403058	Oh, you're here...!	Oh, you're here...!	Oh, you're here...!	Oh, you're here...!
103059	103059	203059	303059	403059	Ah! There you are...	Ah! There you are...	Ah! There you are...	Ah! There you are...
103060	103060	203060	303060	403060	Commandant, welcome back. Do you need a data summary of the period when you were away?	Commandant, welcome back. Do you need a data summary of the period when you were away?	Commandant, welcome back. Do you need a data summary of the period when you were away?	Commandant, welcome back. Do you need a data summary of the period when you were away?
103061	103061	203061	303061	403061	Have you been assigned a long-term mission somewhere else? Could I perhaps be of any help?	Have you been assigned a long-term mission somewhere else? Could I perhaps be of any help?	Have you been assigned a long-term mission somewhere else? Could I perhaps be of any help?	Have you been assigned a long-term mission somewhere else? Could I perhaps be of any help?
103062	103062	203062	303062	403062	Next time... please... tell me if you're going to leave for so long...	Next time... please... tell me if you're going to leave for so long...	Next time... please... tell me if you're going to leave for so long...	Next time... please... tell me if you're going to leave for so long...
103063	103063	203063	303063	403063	I know you might be busy, but... please come see me every once in a while...	I know you might be busy, but... please come see me every once in a while...	I know you might be busy, but... please come see me every once in a while...	I know you might be busy, but... please come see me every once in a while...
103064	103064	203064	303064	403064	P-please behave yourself…	P-please behave yourself…	P-please behave yourself…	P-please behave yourself…
103065	103065	203065	303065	403065	I... I'm feeling a bit queasy...	I... I'm feeling a bit queasy...	I... I'm feeling a bit queasy...	I... I'm feeling a bit queasy...
103066	103066	203066	303066	403066	Do you always have to do that?	Do you always have to do that?	Do you always have to do that?	Do you always have to do that?
103067	103067	203067	303067	403067	I... I'm getting used to it...	I... I'm getting used to it...	I... I'm getting used to it...	I... I'm getting used to it...
103068	103068	203068	303068	403068	Ah!	Ah!	Ah!	Ah!
103069	103069	203069	303069	403069	W-wha...	W-wha...	W-wha...	W-wha...
103070	103070	203070	303070	403070	Please, that part is...	Please, that part is...	Please, that part is...	Please, that part is...
103071	103071	203071	303071	403071	You can poke me all you like... As long as you don't leave me...	You can poke me all you like... As long as you don't leave me...	You can poke me all you like... As long as you don't leave me...	You can poke me all you like... As long as you don't leave me...
103072	103072	203072	303072	403072	You have already reached maximum Activity for today! Good work, Commandant!	You have already reached maximum Activity for today! Good work, Commandant!	You have already reached maximum Activity for today! Good work, Commandant!	You have already reached maximum Activity for today! Good work, Commandant!
103073	103073	203073	303073	403073	I hope I didn't drag everyone down...	I hope I didn't drag everyone down...	I hope I didn't drag everyone down...	I hope I didn't drag everyone down...
