Id	Name	Star	Ability	CharacterId	FightEvent	FightEventLevel	FixAttrIds[1]	FixAttrLevels[1]	AttrFixGroupIds[1]	FixAttrIds[2]	FixAttrLevels[2]	AttrFixGroupIds[2]	Load	DecomposeValue	Icon	Quality	Desc	DescTips	DescInitValue	DescFixAttrId	DescCoefficient	Type	IsDisplay
271	Tenebrion: Overclock 2 III	5	916	1061003	2230349	3	4	3	303	1	2	102	5	50	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4SS.png	3	Tenebrion gains 10 Signature Energy every second while on standby.	(Only one Add-on of the same type can be equipped)	40000	4	5000	203	0
272	Tenebrion: Overclock 2 IV	6	1450	1061003	2230350	4	4	3	303	1	3	103	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4SS.png	4	Tenebrion gains 15 Signature Energy every second while on standby.	(Only one Add-on of the same type can be equipped)	40000	4	5000	203	0
273	Ember: Core I	3	290	1071003	2230351	1	4	2	302	1	1	101	3	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4SS.png	1	Karenina's Signature Move shoots 5 laser beams instead. Enemies hit by the laser will be marked for 10s. When a marked enemy takes damage, it will explode to deal damage equal to ATK x<color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Focus) to nearby enemies again. This effect has a 1s cooldown.	(Only one Add-on of the same type can be equipped)	630000	4	8000	204	0
274	Ember: Core II	4	593	1071003	2230352	2	4	2	302	1	2	102	4	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4SS.png	2	Karenina's Signature Move shoots 5 laser beams instead. Enemies hit by the laser will be marked for 10s. When a marked enemy takes damage, it will explode to deal damage equal to ATK x<color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Focus) to nearby enemies again. This effect has a 1s cooldown.	(Only one Add-on of the same type can be equipped)	1270000	4	8000	204	0
275	Ember: Core III	5	916	1071003	2230353	3	4	3	303	1	2	102	5	50	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4SS.png	3	Karenina's Signature Move shoots 5 laser beams instead. Enemies hit by the laser will be marked for 10s. When a marked enemy takes damage, it will explode to deal damage equal to ATK x<color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Focus) to nearby enemies again. This effect has a 1s cooldown.	(Only one Add-on of the same type can be equipped)	1990000	4	8000	204	0
276	Ember: Core IV	6	1450	1071003	2230354	4	4	3	303	1	3	103	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4SS.png	4	Karenina's Signature Move shoots 5 laser beams instead. Enemies hit by the laser will be marked for 10s. When a marked enemy takes damage, it will explode to deal damage equal to ATK x<color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Focus) to nearby enemies again. This effect has a 1s cooldown.	(Only one Add-on of the same type can be equipped)	3190000	4	8000	204	0
277	Ember: Overclock 1 I	3	290	1071003	223405	1	4	2	702	1	1	101	3	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4SS.png	1	Every ping made in Enhanced Mode generates an extra 2 Signature Energy.	(Only one Add-on of the same type can be equipped)	40000	4	5000	205	0
278	Ember: Overclock 1 II	4	593	1071003	223406	1	4	2	702	1	2	102	4	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4SS.png	2	Every ping made in Enhanced Mode generates an extra 4 Signature Energy.	(Only one Add-on of the same type can be equipped)	40000	4	5000	205	0
279	Ember: Overclock 1 III	5	916	1071003	223407	1	4	3	703	1	2	102	5	50	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4SS.png	3	Every ping made in Enhanced Mode generates an extra 6 Signature Energy.	(Only one Add-on of the same type can be equipped)	40000	4	5000	205	0
280	Ember: Overclock 1 IV	6	1450	1071003	223408	1	4	3	703	1	3	103	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4SS.png	4	Every ping made in Enhanced Mode generates an extra 8 Signature Energy.	(Only one Add-on of the same type can be equipped)	40000	4	5000	205	0
281	Ember: Overclock 2 I	3	290	1071003	223409	1	4	2	302	1	1	101	3	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4SS.png	1	Enter Matrix after casting Signature Move.	(Only one Add-on of the same type can be equipped)	40000	4	5000	206	0
282	Ember: Overclock 2 II	4	593	1071003	223410	1	4	2	302	1	2	102	4	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4SS.png	2	Enter Matrix and gain 1 Blue Orb after casting Signature Move.	(Only one Add-on of the same type can be equipped)	40000	4	5000	206	0
283	Ember: Overclock 2 III	5	916	1071003	223411	1	4	3	303	1	2	102	5	50	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4SS.png	3	Enter Matrix and gain 2 Blue Orbs after casting Signature Move.	(Only one Add-on of the same type can be equipped)	40000	4	5000	206	0
284	Ember: Overclock 2 IV	6	1450	1071003	223412	1	4	3	303	1	3	103	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4SS.png	4	Enter Matrix and gain 3 Blue Orbs after casting Signature Move.	(Only one Add-on of the same type can be equipped)	40000	4	500	206	0
285	Pulse: Core I	3	290	1051003	223501	1	4	2	302	1	1	101	3	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4SS.png	1	Signature Move increases the damage of Overload by <color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Focus), stacking up to 5 times. This bonus is reset if the Overload effect disappears.	(Only one Add-on of the same type can be equipped)	40000	4	500	207	0
286	Pulse: Core II	4	593	1051003	223502	1	4	2	302	1	2	102	4	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4SS.png	2	Signature Move increases the damage of Overload by <color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Focus), stacking up to 5 times. This bonus is reset if the Overload effect disappears.	(Only one Add-on of the same type can be equipped)	80000	4	500	207	0
287	Pulse: Core III	5	916	1051003	223503	1	4	3	303	1	2	102	5	50	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4SS.png	3	Signature Move increases the damage of Overload by <color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Focus), stacking up to 5 times. This bonus is reset if the Overload effect disappears.	(Only one Add-on of the same type can be equipped)	130000	4	500	207	0
288	Pulse: Core IV	6	1450	1051003	223504	1	4	3	303	1	3	103	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4SS.png	4	Signature Move increases the damage of Overload by <color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Focus), stacking up to 5 times. This bonus is reset if the Overload effect disappears.	(Only one Add-on of the same type can be equipped)	210000	4	500	207	0
289	Pulse: Overclock 1 I	3	290	1051003	223505	1	4	2	702	1	1	101	3	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4SS.png	1	The duration of Overload triggered from Signature Move increases by 2s.	(Only one Add-on of the same type can be equipped)	40000	4	5000	208	0
290	Pulse: Overclock 1 II	4	593	1051003	223506	1	4	2	702	1	2	102	4	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4SS.png	2	The duration of Overload triggered from Signature Move increases by 4s.	(Only one Add-on of the same type can be equipped)	40000	4	5000	208	0
291	Pulse: Overclock 1 III	5	916	1051003	223507	1	4	3	703	1	2	102	5	50	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4SS.png	3	The duration of Overload triggered from Signature Move increases by 6s.	(Only one Add-on of the same type can be equipped)	40000	4	5000	208	0
292	Pulse: Overclock 1 IV	6	1450	1051003	223508	1	4	3	703	1	3	103	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4SS.png	4	The duration of Overload triggered from Signature Move increases by 8s.	(Only one Add-on of the same type can be equipped)	40000	4	5000	208	0
293	Pulse: Overclock 2 I	3	290	1051003	223509	1	4	2	302	1	1	101	3	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4SS.png	1	Enter Matrix after casting Signature Move.	(Only one Add-on of the same type can be equipped)	40000	4	5000	209	0
294	Pulse: Overclock 2 II	4	593	1051003	223510	1	4	2	302	1	2	102	4	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4SS.png	2	Enter Matrix and gain 1 Red Orb after casting Signature Move.	(Only one Add-on of the same type can be equipped)	40000	4	5000	209	0
295	Pulse: Overclock 2 III	5	916	1051003	223511	1	4	3	303	1	2	102	5	50	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4SS.png	3	Enter Matrix and gain 2 Red Orbs after casting Signature Move.	(Only one Add-on of the same type can be equipped)	40000	4	5000	209	0
296	Pulse: Overclock 2 IV	6	1450	1051003	223512	1	4	3	303	1	3	103	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4SS.png	4	Enter Matrix and gain 3 Red Orbs after casting Signature Move.	(Only one Add-on of the same type can be equipped)	40000	4	5000	209	0
297	Crimson Abyss: Core I	3	290	1021003	2230279	1	1	2	202	4	1	701	3	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuxiyaaerfa4SS.png	1	Swordwaves deal a bonus 340% DMG to the units within 5m from the first target they hit. Swordwave Orb's CRIT DMG increases by <color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Might).	(Only one Add-on of the same type can be equipped)	160000	1	2000	210	0
298	Crimson Abyss: Core II	4	593	1021003	2230280	2	1	2	202	4	2	702	4	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuxiyaaerfa4SS.png	2	Swordwaves deal a bonus 340% DMG to the units within 5m from the first target they hit. Swordwave Orb's CRIT DMG increases by <color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Might).	(Only one Add-on of the same type can be equipped)	320000	1	2000	210	0
299	Crimson Abyss: Core III	5	916	1021003	2230281	3	1	3	203	4	2	702	5	50	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuxiyaaerfa4SS.png	3	Swordwaves deal a bonus 340% DMG to the units within 5m from the first target they hit. Swordwave Orb's CRIT DMG increases by <color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Might).	(Only one Add-on of the same type can be equipped)	500000	1	2000	210	0
300	Crimson Abyss: Core IV	6	1450	1021003	2230282	4	1	3	203	4	3	703	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuxiyaaerfa4SS.png	4	Swordwaves deal a bonus 340% DMG to the units within 5m from the first target they hit. Swordwave Orb's CRIT DMG increases by <color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Might).	(Only one Add-on of the same type can be equipped)	800000	1	2000	210	0
301	Crimson Abyss: Overclock 1 I	3	290	1021003	223605	1	1	2	102	4	1	701	3	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuxiyaaerfa4SS.png	1	Enter Matrix and gain 1 Blue Orb after casting Signature Move. CRIT Rate increases by 20% for 5s.	(Only one Add-on of the same type can be equipped)	40000	1	5000	211	0
302	Crimson Abyss: Overclock 1 II	4	593	1021003	223606	1	1	2	102	4	2	702	4	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuxiyaaerfa4SS.png	2	Enter Matrix and gain 1 Blue Orb after casting Signature Move. CRIT Rate increases by 30% for 6s.	(Only one Add-on of the same type can be equipped)	40000	1	5000	211	0
303	Crimson Abyss: Overclock 1 III	5	916	1021003	223607	1	1	3	103	4	2	702	5	50	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuxiyaaerfa4SS.png	3	Enter Matrix and gain 1 Blue Orb after casting Signature Move. CRIT Rate increases by 40% for 7s.	(Only one Add-on of the same type can be equipped)	40000	1	5000	211	0
304	Crimson Abyss: Overclock 1 IV	6	1450	1021003	223608	1	1	3	103	4	3	703	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuxiyaaerfa4SS.png	4	Enter Matrix and gain 1 Blue Orb after casting Signature Move. CRIT Rate increases by 55% for 8s.	(Only one Add-on of the same type can be equipped)	40000	1	5000	211	0
305	Crimson Abyss: Overclock 2 I	3	290	1021003	2230283	1	1	2	202	4	1	701	3	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuxiyaaerfa4SS.png	1	Swordwave Orb's DMG increases by 160%. Every Swordwave Orb pinged in Blade Will Form has a 50% chance to generate another Swordwave Orb.	(Only one Add-on of the same type can be equipped)	40000	1	5000	212	0
306	Crimson Abyss: Overclock 2 II	4	593	1021003	2230284	2	1	2	202	4	2	702	4	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuxiyaaerfa4SS.png	2	Swordwave Orb's DMG increases by 320%. Every Swordwave Orb pinged in Blade Will Form has a 75% chance to generate another Swordwave Orb.	(Only one Add-on of the same type can be equipped)	40000	1	5000	212	0
307	Crimson Abyss: Overclock 2 III	5	916	1021003	2230285	3	1	3	203	4	2	702	5	50	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuxiyaaerfa4SS.png	3	Swordwave Orb's DMG increases by 500%. Every Swordwave Orb pinged in Blade Will Form has a 100% chance to generate another Swordwave Orb.	(Only one Add-on of the same type can be equipped)	40000	1	5000	212	0
308	Crimson Abyss: Overclock 2 IV	6	1450	1021003	2230286	4	1	3	203	4	3	703	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuxiyaaerfa4SS.png	4	Swordwave Orb's DMG increases by 800%. Every Swordwave Orb pinged in Blade Will Form has a 100% chance to generate another Swordwave Orb.	(Only one Add-on of the same type can be equipped)	40000	1	5000	212	0
309	Astral: Core I	3	290	1081003	2230371	1	4	2	302	1	1	101	3	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4SS.png	1	Every Shadow Blade on the target also damages it for ATK x<color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Focus) per second.	(Only one Add-on of the same type can be equipped)	174200	4	220	213	0
310	Astral: Core II	4	593	1081003	2230372	2	4	2	302	1	2	102	4	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4SS.png	2	Every Shadow Blade on the target also damages it for ATK x<color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Focus) per second.	(Only one Add-on of the same type can be equipped)	348300	4	220	213	0
311	Astral: Core III	5	916	1081003	2230373	3	4	3	303	1	2	102	5	50	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4SS.png	3	Every Shadow Blade on the target also damages it for ATK x<color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Focus) per second.	(Only one Add-on of the same type can be equipped)	544300	4	220	213	0
312	Astral: Core IV	6	1450	1081003	2230374	4	4	3	303	1	3	103	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4SS.png	4	Every Shadow Blade on the target also damages it for ATK x<color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Focus) per second.	(Only one Add-on of the same type can be equipped)	870900	4	220	213	0
313	Astral: Overclock 1 I	3	290	1081003	223705	1	4	2	702	1	1	101	3	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4SS.png	1	Gain 1 Red Orb after casting Signature Move. DMG dealt increases by 20% for 10s.	(Only one Add-on of the same type can be equipped)	40000	4	5000	214	0
314	Astral: Overclock 1 II	4	593	1081003	223706	1	4	2	702	1	2	102	4	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4SS.png	2	Gain 2 Red Orbs after casting Signature Move. DMG dealt increases by 30% for 10s.	(Only one Add-on of the same type can be equipped)	40000	4	5000	214	0
315	Astral: Overclock 1 III	5	916	1081003	223707	1	4	3	703	1	2	102	5	50	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4SS.png	3	Gain 3 Red Orbs after casting Signature Move. DMG dealt increases by 40% for 10s.	(Only one Add-on of the same type can be equipped)	40000	4	5000	214	0
316	Astral: Overclock 1 IV	6	1450	1081003	223708	1	4	3	703	1	3	103	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4SS.png	4	Gain 4 Red Orbs after casting Signature Move. DMG dealt increases by 50% for 10s.	(Only one Add-on of the same type can be equipped)	40000	4	5000	214	0
317	Astral: Overclock 2 I	3	290	1081003	223709	1	4	2	302	1	1	101	3	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4SS.png	1	Activating Core Passive generates 4 Signature Energy and increases DMG dealt by 20% for 10s.	(Only one Add-on of the same type can be equipped)	40000	4	5000	215	0
318	Astral: Overclock 2 II	4	593	1081003	223710	1	4	2	302	1	2	102	4	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4SS.png	2	Activating Core Passive generates 8 Signature Energy and increases DMG dealt by 30% for 10s.	(Only one Add-on of the same type can be equipped)	40000	4	5000	215	0
319	Astral: Overclock 2 III	5	916	1081003	223711	1	4	3	303	1	2	102	5	50	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4SS.png	3	Activating Core Passive generates 12 Signature Energy and increases DMG dealt by 40% for 10s.	(Only one Add-on of the same type can be equipped)	40000	4	5000	215	0
320	Astral: Overclock 2 IV	6	1450	1081003	223712	1	4	3	303	1	3	103	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4SS.png	4	Activating Core Passive generates 15 Signature Energy and increases DMG dealt by 50% for 10s.	(Only one Add-on of the same type can be equipped)	40000	4	5000	215	0
321	Brilliance: Core I	3	290	1091002	2230227	1	1	2	202	4	1	701	3	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadAila4.png	1	Casting Vector Cube also generates a black hole in front, dealing damage equal to Ayla's ATK x<color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Might) to enemies within the range of black hole.	(Only one Add-on of the same type can be equipped)	8960000	1	112000	216	0
322	Brilliance: Core II	4	593	1091002	2230227	2	1	2	202	4	2	702	4	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadAila4.png	2	Casting Vector Cube also generates a black hole in front, dealing damage equal to Ayla's ATK x<color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Might) to enemies within the range of black hole.	(Only one Add-on of the same type can be equipped)	17920000	1	112000	216	0
323	Brilliance: Core III	5	916	1091002	2230227	3	1	3	203	4	2	702	5	50	Assets/Product/Texture/Image/RolePlayer/RoleHeadAila4.png	3	Casting Vector Cube also generates a black hole in front, dealing damage equal to Ayla's ATK x<color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Might) to enemies within the range of black hole.	(Only one Add-on of the same type can be equipped)	28000000	1	112000	216	0
324	Brilliance: Core IV	6	1450	1091002	2230227	4	1	3	203	4	3	703	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadAila4.png	4	Casting Vector Cube also generates a black hole in front, dealing damage equal to Ayla's ATK x<color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Might) to enemies within the range of black hole.	(Only one Add-on of the same type can be equipped)	44800000	1	112000	216	0
325	Brilliance: Overclock 1 I	3	290	1091002	223805	1	1	2	102	4	1	701	3	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadAila4.png	1	Enter Matrix after launching a charged attack.	(Only one Add-on of the same type can be equipped)	40000	1	5000	217	0
326	Brilliance: Overclock 1 II	4	593	1091002	223806	1	1	2	102	4	2	702	4	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadAila4.png	2	Enter Matrix and gain 1 Blue Orb after charged attack.	(Only one Add-on of the same type can be equipped)	40000	1	5000	217	0
