UiName	ParentUiName	LoadWithParent	UiType	UiResType	PrefabUrl	SceneUrl	ModelUrl	CacheTime	Recycle	HideSetPosition	FightingStay
UiMultiDimCreateRoomTip			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiMultiDimCreateRoomTip.prefab			5000			0
UiMultiDimGrade			Normal	Bundle	Assets/Product/Ui/Prefab/UiMultiDimGrade.prefab			5000			0
UiArchivePV			Normal	Bundle	Assets/Product/Ui/Prefab/UiArchivePV.prefab			5000			0
UiMoeWarParkourMain			Normal	Bundle	Assets/Product/Ui/Prefab/UiMoeWarParkourMain.prefab			5000			0
UiMoeWarParkourPerson			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiMoeWarParkourPerson.prefab			5000			0
UiMoeWarParkourPrepare			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiMoeWarParkourPrepare.prefab			5000			0
UiMoeWarParkourSettle			Normal	Bundle	Assets/Product/Ui/Prefab/UiMoeWarParkourSettle.prefab			5000			0
UiGuildDormJoystick			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiGuildDormJoystick.prefab			5000			0
UiGuildDormCommon			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiGuildDormCommon.prefab			5000			0
UiGuildDormPerson			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiGuildDormPerson.prefab			5000			0
UiSuperSmashBrosTask			Normal	Bundle	Assets/Product/Ui/Prefab/UiSuperSmashBrosTask.prefab			5000			0
UiSuperSmashBrosTips			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiSuperSmashBrosTips.prefab			5000			0
UiSpecialTrainBreakthroughMain			Normal	Bundle	Assets/Product/Ui/Prefab/UiSpecialTrainBreakthroughMain.prefab	Assets/Product/Ui/Scene3DPrefab/UiSpecialTrainBreakthroughMain3D.prefab	Assets/Product/Ui/UiModel/UiSpecialTrainBreakthrough/UiSpecialTrainBreakthrough.prefab	5000			0
UiSpecialTrainBreakthroughMedalTips			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiSpecialTrainBreakthroughMedalTips.prefab			5000			0
UiSpecialTrainBreakthroughTask			Normal	Bundle	Assets/Product/Ui/Prefab/UiSpecialTrainBreakthroughTask.prefab			5000			0
UiSpecialTrainBreakthroughExchange			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiSpecialTrainBreakthroughExchange.prefab			5000			0
UiMultiplayerRoomCute			Normal	Bundle	Assets/Product/Ui/Prefab/UiMultiplayerRoomCute.prefab	Assets/Product/Ui/Scene3DPrefab/UiCharacter3d.prefab	Assets/Product/Ui/UiModel/UiCharacter3d/UiMultiplayerRoomCute.prefab	5000			0
UiBattleRoomRoleDetailCute			Normal	Bundle	Assets/Product/Ui/Prefab/UiBattleRoomRoleDetailCute.prefab	Assets/Product/Ui/Scene3DPrefab/UiCharacter3d.prefab	Assets/Product/Ui/UiModel/UiCharacter3d/UiBattleRoomRoleDetailCute.prefab	5000			0
UiOnLineLoadingCute			Dialog	Bundle	Assets/Product/Ui/Prefab/UiOnLineLoadingCute.prefab			5000			0
UiMoeWarDispatch			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiMoeWarDispatch.prefab			5000			0
UiMoeWarDispatchSelectedRoles			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiMoeWarDispatchSelectedRoles.prefab			5000			0
UiMoeWarGiftTips			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiMoeWarGiftTips.prefab			5000			0
UiGuildBossSelectStyle			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiGuildBossSelectStyle.prefab			5000			0
UiGuildBossSkillDetails			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiGuildBossSkillDetails.prefab			5000			0
UiStrongholdPowerusageTips			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiStrongholdPowerusageTips.prefab			5000			0
UiSceneTip			Normal	Bundle	Assets/Product/Ui/Prefab/UiSceneTip.prefab			5000			0
UiSceneMainPreview			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiSceneTip.prefab			5000			0
UiShopWaferSelect			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiWaferSelect.prefab			5000			0
UiTwoSideTowerMain			Normal	Bundle	Assets/Product/Ui/Prefab/UiTwoSideTowerMain.prefab			5000			0
UiTwoSideTowerMainLine			Normal	Bundle	Assets/Product/Ui/Prefab/UiTwoSideTowerMainLine.prefab			5000			0
UiTwoSideTowerOverview			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiTwoSideTowerOverview.prefab			5000			0
UiTwoSideTowerStageDetailNegative			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiTwoSideTowerStageDetail.prefab			5000			0
UiTwoSideTowerStageDetailPositive			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiTwoSideTowerStageDetail02.prefab			5000			0
UiTwoSideTowerDetails			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiTwoSideTowerDetails.prefab			5000			0
UiSkillDetails			Normal	Bundle	Assets/Product/Ui/Prefab/UiSkillDetails.prefab	Assets/Product/Ui/Scene3DPrefab/UiCharacter3d.prefab	Assets/Product/Ui/UiModel/UiCharacter3d/UiExhibitionInfo.prefab	5000			0
UiSkillDetailsTips			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiSkillDetailsTips.prefab			5000			0
UiSkillDetailsOther			Normal	Bundle	Assets/Product/Ui/Prefab/UiSkillDetails.prefab	Assets/Product/Ui/Scene3DPrefab/UiCharacter3d.prefab	Assets/Product/Ui/UiModel/UiCharacter3d/UiExhibitionInfo.prefab	5000			0
UiTwoSideTowerTask			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiTwoSideTowerTask.prefab			5000			0
UiPcServer			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiPcServer.prefab			5000			0
UiTwoSideTowerSettle			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiTwoSideTowerSettle.prefab			5000			0
UiDialogExitGame			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiDialog.prefab			5000			0
UiNewFuben			Normal	Bundle	Assets/Product/Ui/Prefab/UiNewFuben.prefab			5000			0
UiEquipGuideDetail			Normal	Bundle	Assets/Product/Ui/Prefab/UiEquipGuideDetail.prefab			5000			0
UiEquipGuideRecommend			Normal	Bundle	Assets/Product/Ui/Prefab/UiEquipGuideRecommend.prefab			5000			0
UiEquipGuideSuccess			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiEquipGuideSuccess.prefab			5000			0
UiEquipGuideTipsPopup			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiEquipGuideTipsPopup.prefab			5000			0
UiEquipGuideItemInfo			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiEquipGuideItemInfo.prefab			5000			0
UiNewFubenChapterBfrt			Normal	Bundle	Assets/Product/Ui/Prefab/UiNewFubenChapterBfrt.prefab			5000			0
UiCourseIntroduce			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiCourseIntroduce.prefab			5000			0
UiCourseTutorial			Normal	Bundle	Assets/Product/Ui/Prefab/UiCourseTutorial.prefab			5000			0
UiCourseStageDetailDP	UiCourseTutorial		NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiCourseStageDetailDP.prefab			5000			0
UiCourseObtain			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiCourseObtain.prefab			5000			0
UiCourseFinishCourse			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiCourseFinishCourse.prefab			5000			0
UiCourseSettlement			Normal	Bundle	Assets/Product/Ui/Prefab/UiCourseSettlement.prefab			5000			0
UiCommonCharacterFilterTipsOptimization			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiCommonCharacterFilterTipsOptimization.prefab			5000			0
UiCommonCharacterFilterTipsSort			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiCommonCharacterFilterTipsSort.prefab			5000			0
UiCourseManagement			Normal	Bundle	Assets/Product/Ui/ComponentPrefab/FuBenNoanActivity/UiCourseManagement.prefab			5000			0
UiCoursePrepare	UiCourseManagement		NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiCoursePrepare.prefab			5000			0
UiCourseCombatlicense			Normal	Bundle	Assets/Product/Ui/Prefab/UiCourseCombatlicense.prefab			5000			0
UiCourseLiveWell			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiCourseLiveWell.prefab			5000			0
UiCourseB4Tips			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiCourseB4Tips.prefab			5000			0
UiGuildWarSelect			Normal	Bundle	Assets/Product/Ui/Prefab/UiGuildWarSelect.prefab			5000			0
UiGuildWarAssistantSelect			Normal	Bundle	Assets/Product/Ui/Prefab/UiBattleRoomRoleDetail.prefab	Assets/Product/Ui/Scene3DPrefab/UiCharacter3d.prefab	Assets/Product/Ui/UiModel/UiCharacter3d/UiRoomCharacter.prefab	5000			0
UiGuildWarCharacter			Normal	Bundle	Assets/Product/Ui/Prefab/UiGuildWarCharacter.prefab	Assets/Product/Ui/Scene3DPrefab/UiCharacter3d.prefab	Assets/Product/Ui/UiModel/UiCharacter3d/UiStrongholdRoomCharacter.prefab	5000			0
UiGuildWarSupport			Normal	Bundle	Assets/Product/Ui/Prefab/UiGuildWarSupport.prefab	Assets/Product/Ui/Scene3DPrefab/UiCharacter3d.prefab	Assets/Product/Ui/UiModel/UiCharacter3d/UiDoubleTowersRoom.prefab	5000			0
UiGuildWarBossStageDetail			Normal	Bundle	Assets/Product/Ui/Prefab/UiGuildWarBossStageDetail.prefab	Assets/Product/Ui/Scene3DPrefab/UiGuildWarBoss3d.prefab	Assets/Product/Ui/UiModel/UiGuildWarBoss3d/UiGuildWarBossStageDetailCam.prefab	5000			0
UiCourseMain			Normal	Bundle	Assets/Product/Ui/Prefab/UiCourseMain.prefab			5000			0
UiGuildMovie			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiGuildMovie.prefab			5000			0
UiNewbieTaskMain			Normal	Bundle	Assets/Product/Ui/Prefab/UiNewbieTask.prefab			5000			0
UiNewbieSelectGift			Normal	Bundle	Assets/Product/Ui/Prefab/UiNewbieSelectGift.prefab			5000			0
UiGuildDormMusicPlayer			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiGuildMusicPlayer.prefab			5000			0
UiGuildMusicLibrary			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiGuildMusicLibrary.prefab			5000			0
UiGuildMusicEdit			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiGuildMusicEdit.prefab			5000			0
UiBiancaTheatreMain			Normal	Bundle	Assets/Product/Ui/Prefab/UiBiancaTheatreMain.prefab			5000			0
UiBiancaTheatreInfiniteSettleWin			Normal	Bundle	Assets/Product/Ui/Prefab/UiBiancaTheatreInfiniteSettleWin.prefab			5000			0
UiBiancaTheatreLoading			Normal	Bundle	Assets/Product/Ui/Prefab/UiBiancaTheatreLoading.prefab			5000			0
UiBiancaTheatreOutpost			Normal	Bundle	Assets/Product/Ui/Prefab/UiBiancaTheatreOutpost.prefab			5000			0
UiBiancaTheatrePlayMain			Normal	Bundle	Assets/Product/Ui/Prefab/UiBiancaTheatrePlayMain.prefab			5000			0
UiBiancaTheatreTask			Normal	Bundle	Assets/Product/Ui/Prefab/UiBiancaTheatreTask.prefab			5000			0
UiBiancaTheatreTips			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiBiancaTheatreTips.prefab			5000			0
UiBiancaTheatreBureauTeam			Normal	Bundle	Assets/Product/Ui/Prefab/UiBiancaTheatreBureauTeam.prefab			5000			0
UiBiancaTheatreChoice			Normal	Bundle	Assets/Product/Ui/Prefab/UiBiancaTheatreChoice.prefab			5000			0
UiBiancaTheatreComboTips			Normal	Bundle	Assets/Product/Ui/Prefab/UiBiancaTheatreComboTips.prefab			5000			0
UiBiancaTheatreProp			Normal	Bundle	Assets/Product/Ui/Prefab/UiBiancaTheatreProp.prefab			5000			0
UiBiancaTheatreRecruit			Normal	Bundle	Assets/Product/Ui/Prefab/UiBiancaTheatreRecruit.prefab			5000			0
UiBiancaTheatreLvReward			Normal	Bundle	Assets/Product/Ui/Prefab/UiBiancaTheatreLvReward.prefab			5000			0
UiBiancaTheatreSkill			Normal	Bundle	Assets/Product/Ui/Prefab/UiBiancaTheatreSkill.prefab			5000			0
UiBiancaTheatreMainMassage			Normal	Bundle	Assets/Product/Ui/Prefab/UiBiancaTheatreMainMassage.prefab	Assets/Product/Ui/Scene3DPrefab/UiCharacter3d.prefab	Assets/Product/Ui/UiModel/UiCharacter3d/UiCharacter.prefab	5000			0
UiSummerSignInMain			Normal	Bundle	Assets/Product/Ui/Prefab/UiSummerSignInMain.prefab			5000			0
UiSummerSignInTips			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiSummerSignInTips.prefab			5000			0
UiSummerSignInConfirm	UiSummerSignInMain		Normal	Bundle	Assets/Product/Ui/Prefab/UiSummerSignInConfirm.prefab			5000			0
UiBiancaTheatreEndTips			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiBiancaTheatreEndTips.prefab			5000			0
UiBiancaTheatreTipReward			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiBiancaTheatreTipReward.prefab			5000			0
UiBiancaTheatreShopTips			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiBiancaTheatreShopTips.prefab			5000			0
UiBiancaTheatreEndLoading			Normal	Bundle	Assets/Product/Ui/Prefab/UiBiancaTheatreEndLoading.prefab			5000			0
UiBiancaTheatreUnlockTips			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiBiancaTheatreUnlockTips.prefab			5000			0
UiBiancaTheatreItemUnlockTips			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiBiancaTheatreTipReward.prefab			5000			0
UiBiancaTheatreLvTips			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiBiancaTheatreLvTips.prefab			5000			0
UiBiancaTheatreBlack			Normal	Bundle	Assets/Product/Ui/Prefab/UiBlackScreen.prefab			5000			0
UiActivityChapter			Normal	Bundle	Assets/Product/Ui/Prefab/UiActivityChapter.prefab			5000			0
UiLoginDialog			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiLoginDialog.prefab			5000			0
UiAccountSign			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiAccountSign.prefab			5000			0
UiSetAccount			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiSetAccount.prefab			5000			0
UiActivityBaseLink	UiActivityBase			Bundle	Assets/Product/Ui/Prefab/UiActivityBaseLink.prefab			5000			0
UiLoginAgreement			Dialog	Bundle	Assets/Product/Ui/Prefab/UiLoginAgreement.prefab			5000			0
UiAssertDialog			System	Bundle	Assets/Product/Ui/Prefab/UiAssertDialog.prefab			5000			0
UiDiviningLog			Normal	Bundle	Assets/Product/Ui/Prefab/UiDiviningLog.prefab			5000			0
UiDrawNewYear			Normal	Bundle	Assets/Product/Ui/Prefab/UiDrawNewYearActivity.prefab	Assets/Product/Ui/Scene3DPrefab/UiLuckdraw01.prefab	Assets/Product/Ui/UiModel/UiDraw/UiDraw.prefab	5000			0
UiDrawNewYearActivityShow	UiDrawNewYear		Normal	Bundle	Assets/Product/Ui/Prefab/UiDrawNewYearActivityShow.prefab			5000			0
UiNewYearDrawLog			Normal	Bundle	Assets/Product/Ui/Prefab/UiNewYearDrawLog.prefab			5000			0
UiBubbleTip			Tips	Bundle	Assets/Product/Ui/Prefab/UiBubbleTip.prefab			5000			0
UiSlotmachine			Normal	Bundle	Assets/Product/Ui/Prefab/UiSlotmachine.prefab			5000			
UiSlotmachineTask	UiSlotmachine			Bundle	Assets/Product/Ui/Prefab/UiSlotmachineTask.prefab			5000			
UiSlotmachineRules	UiSlotmachine			Bundle	Assets/Product/Ui/Prefab/UiSlotmachineRules.prefab			5000			
UiSpecialRegulationShow			Normal	Bundle	Assets/Product/Ui/Prefab/UiSpecialRegulationShow.prefab			5000
UiMouseButtonConfig			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiMouseButtonConfig.prefab			5000
